,incident_name,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Snowdepth,Wind,Gust Wind,Sea Level Pressure,elevation
493,Feed Fire,2017-05-14 14:00:00,Kern County Fire,Kern,"Sabastian Rd and Wheeler, southeast of Arvin ",41,Kern County Fire,-118.90004,35.05076,2018-01-09 09:57:00,2018-01-09,2017-05-14,81.57,68.92,56.14,39.92,0.0,0.0,6.67,1.17,29.39,199.8996734619141
494,Arrow Fire,2017-05-15 13:58:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,off of Soda Lake,225,CAL FIRE San Luis Obispo Unit,-119.87525,35.21177,2018-01-09 09:57:00,2018-01-09,2017-05-15,72.57,59.99,49.57,46.91,0.0,0.0,8.97,3.41,29.74,589.5194091796875
495,Bravo Fire,2017-05-15 14:05:00,Kern County Fire,Kern,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming",288,Kern County Fire,-118.84466,35.41283,2018-01-09 09:58:00,2018-01-09,2017-05-15,81.57,68.92,56.14,39.92,0.0,0.0,6.67,1.17,29.39,260.8050842285156
496,Pine Fire,2017-05-16 16:10:00,CAL FIRE San Benito - Monterey Unit,Monterey,"off of Hwy 198 and Pine Valley Road, southwest of King City",18,CAL FIRE San Benito - Monterey Unit,-120.86682,36.1727,2018-01-09 09:58:00,2018-01-09,2017-05-16,61.71,54.61,49.57,47.61,0.0,0.0,7.57,1.43,29.76,353.9973754882812
497,Lonoak Fire,2017-05-17 15:18:00,CAL FIRE San Benito Monterey Unit,Monterey,"Lonoak Road and Airline Road, east of King City",17,CAL FIRE San Benito Monterey Unit,-120.94328,36.2771,2018-01-09 09:59:00,2018-01-09,2017-05-17,61.71,54.61,49.57,47.61,0.0,0.0,7.57,1.43,29.76,268.8947143554688
498,41 Fire,2017-05-17 15:30:00,Madera County Fire Department,Madera,"off of Hwy 41 and Ave 11, north of Fresno",150,Madera County Fire Department,-119.79315,36.90967,2018-01-09 10:01:00,2018-01-09,2017-05-17,79.57,67.12,54.0,42.27,0.0,0.0,7.91,1.0,29.57,114.3592147827148
499,Camp Fire,2017-05-18 08:48:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",225,CAL FIRE San Luis Obispo Unit,-120.76464,35.34541,2018-01-09 10:03:00,2018-01-09,2017-05-18,72.57,59.99,49.57,46.91,0.0,0.0,8.97,3.41,29.74,50.6156120300293
500,Elm Fire,2017-05-18 13:11:00,CAL FIRE/Fresno County Fire,Fresno,"off of Hwy 198 & Fire Stone, south of Coalinga",10343,"CAL FIRE/Fresno County Fire, Fresno County Sheriff’s Office, Fresno County OES, PG&E, BLM, Red Cross, California Highway Patrol",-120.37116,36.12089,2018-01-09 10:04:00,2018-01-09,2017-05-18,79.57,66.75,52.86,44.27,0.0,0.0,6.36,0.59,29.61,214.9188079833984
502,Moraga Fire,2017-05-18 17:25:00,CAL FIRE/Riverside County Fire,Riverside,"Avenue Juan Diaz and Riverside Drive, Jurupa Valley",14,CAL FIRE/Riverside County Fire,-117.44148,33.97155,2018-01-09 10:05:00,2018-01-09,2017-05-18,75.14,64.64,54.14,42.59,0.02,0.0,7.38,2.63,28.88,230.7262115478516
503,Manning Fire,2017-05-19 23:28:00,CAL FIRE Fresno-Kings Unit,Fresno,"Interstate 5 and Manning Avenue, north of Coalinga",70,CAL FIRE Fresno-Kings Unit,-120.5828,36.60736,2018-01-09 10:05:00,2018-01-09,2017-05-19,79.57,67.12,54.0,42.27,0.0,0.0,7.91,1.0,29.57,175.7621612548828
504,Taglio Fire,1969-12-31 16:00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,"Interstate 5 near Taglio Road, Gustine",12,CAL FIRE Madera-Mariposa-Merced Unit,-121.07761,37.21812,2018-01-09 10:05:00,2018-01-09,1969-12-31,59.86,46.51,31.14,29.59,0.0,0.0,6.14,0.0,0.0,59.84415054321289
505,Range Fire,2017-05-19 13:10:00,Department of Defense - Camp Roberts,San Luis Obispo,"off of San Antonio Drive and Hwy 101, Camp Roberts",0,Department of Defense - Camp Roberts,-120.80411,35.85253,2018-01-09 10:05:00,2018-01-09,2017-05-19,72.57,59.99,49.57,46.91,0.0,0.0,8.97,3.41,29.74,158.4892883300781
506,Deluz Fire,2017-05-19 14:45:00,Camp Pendleton Marine Base,San Diego,"Camp Pendleton, north of India Training Area",486,Camp Pendleton Marine Base,-117.32348,33.3906,2018-01-09 10:06:00,2018-01-09,2017-05-19,68.14,62.29,56.43,50.68,0.0,0.0,5.92,1.28,29.57,144.7510223388672
508,Rocky Fire,2017-05-20 13:11:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero",17,CAL FIRE San Luis Obispo Unit,-120.474,35.556667,2018-01-09 10:06:00,2018-01-09,2017-05-20,72.57,59.99,49.57,46.91,0.0,0.0,8.97,3.41,29.74,444.8150939941406
509,Ming Fire,2017-05-20 14:23:00,Kern County Fire,Kern,"Round Mountain Road and Amaya Court, north of Lake Ming",506,Kern County Fire,-118.85896,35.4605,2018-01-09 10:07:00,2018-01-09,2017-05-20,81.57,68.92,56.14,39.92,0.0,0.0,6.67,1.17,29.39,293.510498046875
510,Moreno Fire,2017-05-23 13:13:00,CAL FIRE/Riverside County Fire,Riverside,Ironwood Avenue and Moreno Beach Drive,10,CAL FIRE/Riverside County Fire,-117.17773,33.94673,2018-01-09 10:08:00,2018-01-09,2017-05-23,88.43,70.28,60.57,45.85,0.0,0.0,4.59,0.0,28.67,563.6981201171875
511,Wasioja Fire,2017-05-20 17:54:00,Santa Barbara County,Santa Barbara,"Wasioja Road and Hwy 166, east of New Cuyama ",190,Santa Barbara County,-119.8036,34.9465,2018-01-09 10:07:00,2018-01-09,2017-05-20,68.86,55.73,46.14,47.14,0.0,0.0,8.56,4.67,29.69,733.6264038085938
513,Bitterwater Fire,2017-05-22 04:50:00,CAL FIRE San Benito-Monterey Unit,San Benito,"Bitterwater Rd X Hwy 25, east of King City",21,CAL FIRE San Benito-Monterey Unit,-120.99552,36.35578,2018-01-09 10:07:00,2018-01-09,2017-05-22,62.71,55.92,50.71,50.38,0.0,0.0,5.89,1.73,29.71,588.4308471679688
514,Smiley Fire,2017-05-21 16:12:00,CAL FIRE/ Riverside County Fire,Riverside,Reche Canyon Road and Smiley Boulevard,35,CAL FIRE/ Riverside County Fire,-117.20507,33.96419,2018-01-09 10:07:00,2018-01-09,2017-05-21,88.43,70.28,60.57,45.85,0.0,0.0,4.59,0.0,28.67,753.7936401367188
515,Range Fire,2017-05-25 18:15:00,Camp Pendleton Marine Base,San Diego, Basilone Road X Las Pulgas Road,1000,Camp Pendleton Marine Base,-117.39818,33.34988,2018-01-09 10:17:00,2018-01-09,2017-05-25,68.14,57.86,42.57,50.81,0.0,0.0,4.65,0.41,29.58,102.0611877441406
516,Lamb Fire,2017-05-25 14:48:00,CAL FIRE/Riverside County Fire,Riverside,"Lamb Canyon & Dump Road, north of Hemet ",120,CAL FIRE/Riverside County Fire,-116.99651,33.882870000000004,2018-01-09 10:16:00,2018-01-09,2017-05-25,88.43,70.28,60.57,45.85,0.0,0.0,4.59,0.0,28.67,699.8585205078125
517,Champagne Fire,2017-05-28 10:59:00,Kern County Fire Department,Kern,10 miles West of Rosamond,10,Kern County Fire Department,-118.35296,34.87128,2018-01-09 10:17:00,2018-01-09,2017-05-28,77.86,65.88,58.57,54.62,0.0,0.0,6.12,0.0,29.06,785.8790893554688
518,Rusty Fire,2017-05-28 07:49:00,CAL FIRE Fresno-Kings Unit,Fresno,"off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis",16,CAL FIRE Fresno-Kings Unit,-119.58292,36.96642,2018-01-09 10:17:00,2018-01-09,2017-05-28,88.43,75.49,62.57,53.17,0.0,0.0,9.09,0.13,29.54,192.9984588623047
519,Serenas Fire,2017-05-28 15:27:00,CAL FIRE Riverside Unit,Riverside,off Avenue 64 and Las Serenas Street,48,CAL FIRE Riverside Unit,-116.07429,33.585770000000004,2018-01-09 10:21:00,2018-01-09,2017-05-28,101.43,87.33,71.43,45.74,0.0,0.0,7.26,1.97,29.29,-48.44961929321289
520,Lombardi Fire,2017-05-28 15:30:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,"off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill",15,CAL FIRE Tuolumne-Calaveras Unit,-120.83484,38.19906,2018-01-09 10:21:00,2018-01-09,2017-05-28,87.71,70.11,56.29,52.04,0.01,0.0,10.22,2.89,29.87,241.4496154785156
522,Matz Fire,2017-05-29 01:20:00,CAL FIRE San Bernardino Unit,San Bernardino,"Big Morongo Canyon Preserve, Morongo Valley",16,CAL FIRE San Bernardino Unit,-116.55326,34.04412,2018-01-09 10:22:00,2018-01-09,2017-05-29,101.43,87.33,71.43,45.74,0.0,0.0,7.26,1.97,29.29,913.3428344726562
523,Fountain Fire ,2017-05-31 11:30:00,CAL FIRE Tulare Unit,Tulare,"off Avenue 56 & Road 256, 2 miles east of Ducor",79,CAL FIRE Tulare Unit,-119.00334,35.89423,2018-01-09 10:23:00,2018-01-09,2017-05-31,88.14,74.59,61.29,55.69,0.0,0.0,6.31,0.14,29.57,187.9307403564453
524,Twenty Fire,2017-05-29 15:31:00,CAL FIRE Nevada-Yuba-Placer Unit,Yuba,"off Hwy 20 and Escheman Ln, East of Brown",10,CAL FIRE Nevada-Yuba-Placer Unit,-121.376,39.23205,2018-01-09 10:22:00,2018-01-09,2017-05-29,84.14,68.75,56.71,55.3,0.02,0.0,8.32,0.25,29.84,79.85936737060547
525,Clay Fire,2017-06-01 15:38:00,CAL FIRE Amador-El Dorado Unit,Sacramento,"off Clay East Rd, east of Herald",68,CAL FIRE Amador-El Dorado Unit,-121.11113,38.33707,2018-01-09 10:22:00,2018-01-09,2017-06-01,87.71,70.11,56.29,52.04,0.01,0.0,10.22,2.89,29.87,59.94889450073242
526,Fairview Fire,2017-06-01 16:12:00,CAL FIRE/Riverside County Fire,Riverside,"Fairview Road & Old Morongo Road, west of Desert Hot Springs ",26,CAL FIRE/Riverside County Fire,-116.59719,33.94788,2018-01-09 10:23:00,2018-01-09,2017-06-01,101.43,87.33,71.43,45.74,0.0,0.0,7.26,1.97,29.29,433.5777893066406
528,Jones Fire,2017-06-03 13:09:00,CAL FIRE Lassen-Modoc Unit,Modoc,"Off Hwy 395, south of Alturas",42,CAL FIRE Lassen-Modoc Unit,-120.53443,41.38247,2018-01-09 10:24:00,2018-01-09,2017-06-03,88.43,75.5,62.29,54.24,0.03,0.0,4.27,0.39,29.34,1381.773681640625
529,Vernon Fire,2017-06-03 12:09:00,CAL FIRE / Riverside County Fire,Riverside,Off Soboba Road in San Jacinto,27,CAL FIRE / Riverside County Fire,-116.96079,33.82165,2018-01-09 10:24:00,2018-01-09,2017-06-03,87.14,67.89,51.57,53.01,0.0,0.0,4.62,0.09,28.67,576.0925903320312
530,5 Fire,2017-06-03 15:39:00,Los Angeles County Fire Department,Los Angeles,"I-5, North of Lake Hughes Rd, Community of Cataic ",25,Los Angeles County Fire Department,-118.37539,34.29931,2018-01-09 10:24:00,2018-01-09,2017-06-03,77.86,65.88,58.57,54.62,0.0,0.0,6.12,0.0,29.06,461.99169921875
531,Creek Fire ,2017-06-04 22:11:00,"Kern County Fire Department, CAL FIRE and Bureau of Land Management",Kern,"off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella",33,"Kern County Fire Department, CAL FIRE and Bureau of Land Management",-118.4642,35.60633,2018-01-09 10:24:00,2018-01-09,2017-06-04,91.71,78.67,66.43,45.82,0.0,0.0,7.96,1.25,29.35,797.4869995117188
532,Spring Fire ,2017-06-04 16:22:00,CAL FIRE Tehama-Glenn Unit,Tehama,"off of Spring Branch Rd, 7 miles east of Cottonwood",78,CAL FIRE Tehama-Glenn Unit,-122.13088,40.38944,2018-01-09 10:25:00,2018-01-09,2017-06-04,84.0,70.67,59.71,45.52,0.08,0.0,6.3,1.6,29.33,204.8648834228516
533,River Fire,2017-06-04 16:12:00,CAL FIRE Lassen-Modoc Unit,Lassen,"east of Hwy 395, Doyle",67,CAL FIRE Lassen-Modoc Unit,-120.1064,40.03392,2018-01-09 10:26:00,2018-01-09,2017-06-04,80.29,66.89,53.43,31.65,0.0,0.0,9.16,7.93,25.48,1297.920166015625
534,Shirleon Fire ,2017-06-04 16:48:00,CAL FIRE/Riverside County Fire,Riverside,"Old Banning Idyllwild Road & Mount Edna Road, Banning",10,CAL FIRE/Riverside County Fire,-116.88097,33.87107,2018-01-09 10:26:00,2018-01-09,2017-06-04,102.14,88.04,74.0,48.0,0.0,0.0,8.18,6.36,29.27,1053.930419921875
535,Fish Fire,2017-06-05 13:17:00,CAL FIRE Santa Clara Unit,Contra Costa,"Hwy 24, Orinda  ",20,CAL FIRE Santa Clara Unit,-122.2102,37.86549,2018-01-09 10:26:00,2018-01-09,2017-06-05,68.14,61.44,56.14,52.16,0.0,0.0,10.98,0.58,29.94,324.4513854980469
536,Pine Fire,2017-06-05 14:02:00,Kern County Fire,Kern,"Pine Mountain Rd., 10 miles NE of Bakersfield",10,Kern County Fire,-118.796513,35.564124,2018-01-09 10:27:00,2018-01-09,2017-06-05,91.71,78.67,66.43,45.82,0.0,0.0,7.96,1.25,29.35,864.2832641601562
537,Wilbur Fire,2017-06-06 12:43:00,CAL FIRE/Butte County Fire,Butte,"Wilbur rd, north of Oroville Dam blvd    ",91,CAL FIRE/Butte County Fire,-121.64897,39.52499,2018-01-09 10:27:00,2018-01-09,2017-06-06,81.14,67.58,54.86,51.38,0.03,0.0,8.38,0.7,29.83,47.55217742919922
538,Whitepine Fire,2017-06-06 16:38:00,CAL FIRE Siskiyou Unit,Siskiyou,"Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ",46,CAL FIRE Siskiyou Unit,-122.4571,41.8721,2018-01-09 10:27:00,2018-01-09,2017-06-06,73.57,62.91,53.0,45.27,0.03,0.0,5.9,1.29,28.51,822.6559448242188
539,Dinely Fire,2017-06-07 11:55:00,CAL FIRE Tulare Unit,Tulare,"off of Dinely Drive in Three Rivers, northeast of Lake Kaweah",339,"CAL FIRE Tulare Unit, CHP, Tulare Co. Fire Dept., Tulare Co. Sheriff’s Dept., CalOES, CDCR, BLM, NPS, American Red Cross",-118.87676,36.458090000000006,2018-01-09 10:28:00,2018-01-09,2017-06-07,89.57,74.73,59.14,48.08,0.0,0.0,7.32,0.31,29.56,312.7240905761719
540,26 Fire,2017-06-07 21:00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,"off of Road 29, north of Ave 26, east of Chowchilla",157,CAL FIRE Madera-Mariposa-Merced Unit,-120.0193,37.127590000000005,2018-01-09 10:28:00,2018-01-09,2017-06-07,89.0,75.45,61.57,43.3,0.0,0.0,9.38,1.82,29.52,112.1594467163086
541,Bodfish Fire,2017-06-10 12:17:00,Kern County Fire Department,Kern,5 miles south of Lake Isabella,206,Kern County Fire Department,-118.47939,35.598040000000005,2018-01-09 10:29:00,2018-01-09,2017-06-10,91.71,78.67,66.43,45.82,0.0,0.0,7.96,1.25,29.35,855.3482666015625
543,Breckenridge Fire,2017-06-09 04:53:00,Kern County Fire Department,Kern,"Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield ",35,Kern County Fire Department,-118.84134,35.37351,2018-01-09 10:29:00,2018-01-09,2017-06-09,91.71,78.67,66.43,45.82,0.0,0.0,7.96,1.25,29.35,258.4641418457031
544,Hog Fire,2017-06-09 16:15:00,CAL FIRE San Benito-Monterey Unit,Monterey,"Hog Canyon Rd & Ranchita Canyon Rd, southeast of Parkfield",14,CAL FIRE San Benito-Monterey Unit,-120.52508,35.80375,2018-01-09 10:29:00,2018-01-09,2017-06-09,74.43,60.84,51.43,50.88,0.0,0.0,7.27,1.42,29.72,448.1326293945312
545,Oakwood Fire,2017-06-10 13:19:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,"Oakwood Road and Road 406, northeast of Madera",1431,"CAL FIRE Madera-Mariposa-Merced Unit, PG&E, USFS, CHP, Madera Sheriff's Office, Fresno County Fire, Madera County Fire",-119.8011,37.0825,2018-01-09 10:30:00,2018-01-09,2017-06-10,89.0,75.45,61.57,43.3,0.0,0.0,9.38,1.82,29.52,216.7691650390625
546,Wild Fire,2017-06-11 10:46:00,CAL FIRE Fresno Unit / Fresno County Fire,Fresno,"Jensen Ave at Ohio Ave, Mendota",186,CAL FIRE Fresno Unit / Fresno County Fire,-120.405077,36.704679,2018-01-09 10:30:00,2018-01-09,2017-06-11,86.71,74.74,60.86,49.15,0.0,0.0,8.04,1.25,29.59,57.50485992431641
547,Refuge Fire,2017-06-13 10:18:00,Sonoma-Lake Napa Unit,Napa,"Knoxville Rd and Eastside Rd, north end of Lake Berryessa ",22,Sonoma-Lake Napa Unit,-122.2654,38.68347,2018-01-09 10:31:00,2018-01-09,2017-06-13,85.71,68.84,51.0,49.33,0.0,0.0,6.76,2.59,29.8,196.3202972412109
548,Pleyto Fire,2017-06-11 18:12:00,CAL FIRE San Benito-Monterey Unit,Monterey,"New Pleyto Road cross of Stern st, Lockwood",32,CAL FIRE San Benito-Monterey Unit,-120.983684,35.902149,2018-01-09 10:30:00,2018-01-09,2017-06-11,80.14,65.99,54.71,50.05,0.0,0.0,11.45,6.85,29.72,303.1968383789062
549,Monterey Fire,2017-06-11 17:15:00,CAL FIRE/Fresno County Fire,Fresno,"off South Monterey Ave. & W South Ave., near Tranquillity ",450,CAL FIRE/Fresno County Fire,-120.369347,36.616986,2018-01-09 10:30:00,2018-01-09,2017-06-11,86.71,74.74,60.86,49.15,0.0,0.0,8.04,1.25,29.59,53.17316436767578
550,Tivy Fire,2017-06-11 22:45:00,CALFIRE/Fresno County Fire,Fresno,near Tivy Mountain,76,CALFIRE/Fresno County Fire,-119.35901,36.8005,2018-01-09 10:31:00,2018-01-09,2017-06-11,86.71,74.74,60.86,49.15,0.0,0.0,8.04,1.25,29.59,864.2498779296875
551,Red Fire,2017-06-11 18:49:00,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,"Red Hills Road & Six Bit Gulch Road, 2 miles southwest of Chinese Camp",38,CAL FIRE Tuolumne-Calaveras Unit,-120.45268,37.85137,2018-01-09 10:31:00,2018-01-09,2017-06-11,89.57,73.54,57.0,50.77,0.0,0.0,10.03,2.87,29.91,304.9878845214844
552,Valley Fire,2017-06-13 12:00:00,CAL FIRE / Riverside County Fire,Riverside,"San Ignacio Road and East Benton Road, Temecula",33,CAL FIRE / Riverside County Fire,-116.97203600000002,33.584036,2018-01-09 10:32:00,2018-01-09,2017-06-13,71.71,64.45,58.14,57.3,0.0,0.0,4.74,0.67,29.56,600.0263061523438
553,Douglas Fire,2017-06-13 14:31:00,MCI Camp Pendleton,San Diego,"Hwy. 76 & College Blvd., Oceanside, Camp Pendleton",50,MCI Camp Pendleton,-117.29509,33.23281,2018-01-09 10:32:00,2018-01-09,2017-06-13,71.71,64.45,58.14,57.3,0.0,0.0,4.74,0.67,29.56,75.83087921142578
554,King Fire,2017-06-13 17:00:00,CAL FIRE Tulare Unit,Tulare,"Off of Hot Springs Road, west of the community of California Hot Springs",135,"CAL FIRE Tulare Unit, Tulare Co. FD, Tulare Co. Sheriff’s Department",-118.74542,35.8556,2018-01-09 10:32:00,2018-01-09,2017-06-13,86.86,72.67,57.71,52.28,0.0,0.0,5.9,0.63,29.63,1004.579772949219
555,Reed Fire,2017-06-13 17:21:00,CAL FIRE / Riverside County Fire,Riverside,"off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga",20,CAL FIRE / Riverside County Fire,-116.85226000000002,33.52584,2018-01-09 10:32:00,2018-01-09,2017-06-13,102.0,88.82,71.43,39.62,0.0,0.0,7.92,5.79,29.3,749.36181640625
556,Lucy Fire,2017-06-14 11:44:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off of Lucy Brown Rd, south of Hwy 41",150,CAL FIRE San Luis Obispo Unit,-120.3187,35.6871,2018-01-09 10:33:00,2018-01-09,2017-06-14,80.14,65.99,54.71,50.05,0.0,0.0,11.45,6.85,29.72,438.6549987792969
557,Westfall Fire,2017-06-15 07:30:00,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,west of  Westfall Road and north of Whiterock Road,63,CAL FIRE Madera-Mariposa-Merced Unit,-120.0088,37.36914,2018-01-09 10:33:00,2018-01-09,2017-06-15,86.71,74.74,60.86,49.15,0.0,0.0,8.04,1.25,29.59,556.6923828125
558,Canyon Fire,2017-06-15 11:36:00,CAL FIRE / Riverside County Fire,Riverside,Banning,105,CAL FIRE / Riverside County Fire,-116.884446,33.950382,2018-01-09 10:33:00,2018-01-09,2017-06-15,102.0,88.82,71.43,39.62,0.0,0.0,7.92,5.79,29.3,868.5302734375
559,Nuevo Fire,2017-06-15 15:51:00,CAL FIRE/Riverside County Fire,Riverside,Hansen Avenue and Nuevo Road in Nuevo,28,CAL FIRE/Riverside County Fire,-117.11659,33.79925,2018-01-09 10:33:00,2018-01-09,2017-06-15,91.86,71.85,51.43,45.44,0.0,0.0,4.0,0.0,28.68,551.8228149414062
560,Skyway Fire,2017-06-16 09:27:00,CAL FIRE / Butte County Fire,Butte,"off Skyway and Hwy 99, east of Chico",134,CAL FIRE / Butte County Fire,-121.75417,39.69717,2018-01-09 10:34:00,2018-01-09,2017-06-16,87.0,74.37,59.86,47.91,0.0,0.0,6.1,1.5,29.41,102.4778747558594
562,Shore Fire,2017-06-16 15:49:00,CAL FIRE San Benito-Monterey Unit,Monterey,"Jolon Rd and Frudden Rd, near Lockwood",32,CAL FIRE San Benito-Monterey Unit,-120.93371,35.90092,2018-01-09 10:34:00,2018-01-09,2017-06-16,80.14,65.99,54.71,50.05,0.0,0.0,11.45,6.85,29.72,271.0478210449219
563,Lake Fire,2017-06-17 13:55:00,Unified Command LA County Fire and USFS,Los Angeles,North side of Castaic Lake,800,Unified Command LA County Fire and USFS,-118.60703,34.55607,2018-01-09 10:34:00,2018-01-09,2017-06-17,81.71,70.66,59.0,49.65,0.0,0.0,6.1,0.84,29.07,571.0940551757812
564,Bolla Fire,2017-06-18 07:15:00,CAL FIRE Tehama-Glenn Unit,Tehama,"Hwy 36 West, off Tedoc Roadd, west of Platina",60,CAL FIRE Tehama-Glenn Unit,-122.83208,40.32063,2018-01-09 10:35:00,2018-01-09,2017-06-18,110.29,95.49,81.0,50.4,0.0,0.0,9.32,7.28,29.24,498.2841186523438
565,Lambs Fire,2017-06-18 12:28:00,CAL FIRE / Riverside County Fire,Riverside,"Manzanita Park and Roadrunner Dr., near Beaumont",10,CAL FIRE / Riverside County Fire,-116.9669,33.90965,2018-01-09 10:35:00,2018-01-09,2017-06-18,102.0,78.39,39.14,52.89,0.0,0.0,3.73,0.0,28.61,796.522216796875
566,Smiley Fire,2017-06-18 15:10:00,CAL FIRE / Riverside County Fire,Riverside,"Reche Canyon Road near Haugen Drive, north of Moreno Valley",153,CAL FIRE / Riverside County Fire,-117.21314,33.98639,2018-01-09 10:46:00,2018-01-09,2017-06-18,102.0,78.39,39.14,52.89,0.0,0.0,3.73,0.0,28.61,676.6548461914062
567,Road Fire,2017-06-18 14:04:00,Madera County Fire,Madera,"Road 400 and Road 33, 7 miles east of Madera ",25,Madera County Fire,-119.95136,37.02081,2018-01-09 10:35:00,2018-01-09,2017-06-18,105.86,92.17,77.86,61.62,0.0,0.0,6.99,0.0,29.4,105.0347442626953
568,Highway Fire,2017-06-18 14:22:00,Sequoia National Forest,Kern,"Democrat, west of Lake Isabella",1522,Sequoia National Forest,-118.66733,35.53456,2018-01-09 10:41:00,2018-01-09,2017-06-18,107.43,94.88,82.0,58.99,0.0,0.0,6.65,0.53,29.24,677.8177490234375
569,Trellis Fire,2017-06-18 16:03:00,CAL FIRE / Riverside County Fire,Riverside,State Highway 74 near Trellis Lane,26,CAL FIRE / Riverside County Fire,-117.31924,33.71025,2018-01-09 10:59:00,2018-01-09,2017-06-18,102.0,78.39,39.14,52.89,0.0,0.0,3.73,0.0,28.61,453.5147399902344
570,Bogus Fire,2017-06-18 15:45:00,CAL FIRE Siskiyou Unit,Siskiyou,Ager Beswick Rd. and Crest Ln. south of Copco Lake,56,CAL FIRE Siskiyou Unit,-122.36545,41.93006,2018-01-09 10:59:00,2018-01-09,2017-06-18,96.43,78.5,61.57,51.82,0.0,0.0,4.12,0.24,28.59,859.40185546875
571,Toll Fire,2017-06-22 13:08:00,Vallejo City Fire Department,Solano,"off of I-80 and Sonoma Blvd,  Vallejo",39,Vallejo City Fire Department,-122.23004,38.07481,2018-01-09 11:01:00,2018-01-09,2017-06-22,79.29,68.11,60.86,57.37,0.0,0.0,9.73,0.27,29.82,48.46543502807617
572,Holcomb Fire,2017-06-19 15:05:00,San Bernardino National Forest,San Bernardino,"off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake",1503,San Bernardino National Forest,-116.826,34.2976,2018-01-09 11:00:00,2018-01-09,2017-06-19,102.0,78.39,39.14,52.89,0.0,0.0,3.73,0.0,28.61,2152.9326171875
573,Evans Fire,2017-06-19 21:41:00,USFS - Humboldt-Toiyabe National Forest,Sierra,"Off Highway 395 & Scott Rd, east of Loyalton",168,USFS - Humboldt-Toiyabe National Forest,-120.02325,39.71101,2018-01-09 11:00:00,2018-01-09,2017-06-19,97.29,82.9,66.29,40.92,0.0,0.0,5.46,1.21,25.59,1605.448974609375
